 Nascidos vivos - São Paulo
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2016
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"350650 Birigui";118;104;152;127;126;129;105;102;122;93;96;89;1363
"350660 Biritiba-Mirim";33;27;37;44;33;35;26;29;33;28;31;40;396
"350670 Boa Esperança do Sul";13;12;22;18;17;12;11;13;7;11;8;10;154
"350680 Bocaina";13;8;18;14;11;9;12;12;11;12;10;12;142
"350690 Bofete";12;11;9;9;13;8;16;8;11;6;11;10;124
"350700 Boituva";83;71;63;78;66;87;53;62;50;66;69;56;804
"350710 Bom Jesus dos Perdões";31;29;29;35;36;24;23;20;23;27;23;27;327
"350715 Bom Sucesso de Itararé";6;5;12;6;4;7;1;6;9;5;6;3;70
"350720 Borá";-;-;1;-;1;2;-;1;4;-;-;-;9
"350730 Boracéia";4;3;2;8;2;5;4;6;6;5;6;4;55
"350740 Borborema";14;15;18;6;14;21;19;8;9;5;12;10;151
"350745 Borebi";1;1;5;2;1;1;3;2;3;1;4;6;30
"350750 Botucatu";136;143;165;170;150;158;152;131;128;123;130;138;1724
"350760 Bragança Paulista";187;183;214;190;199;204;176;191;155;152;163;159;2173
"350770 Braúna";7;3;7;9;8;11;4;4;3;3;2;3;64
"350775 Brejo Alegre";3;2;2;4;5;2;5;2;2;-;2;2;31
"350780 Brodowski";20;21;27;27;23;22;25;25;12;28;28;29;287
"350790 Brotas";22;25;32;18;36;19;16;31;22;31;21;20;293
"350800 Buri";28;19;26;45;29;29;26;28;17;19;19;22;307
"350810 Buritama";13;9;23;18;19;20;16;16;15;10;14;6;179
"350820 Buritizal";6;4;5;4;4;7;2;2;5;4;5;5;53
"350830 Cabrália Paulista";4;2;6;3;3;6;6;6;4;4;7;3;54
"350840 Cabreúva";66;71;75;83;79;59;59;64;60;54;58;63;791
"350850 Caçapava";100;100;130;111;116;102;96;95;102;87;95;60;1194
"350860 Cachoeira Paulista";37;34;34;34;37;24;37;35;32;29;35;34;402
"350870 Caconde";17;11;29;15;17;15;12;18;12;19;13;14;192
"350880 Cafelândia";13;25;21;20;22;11;22;10;27;17;15;22;225
"350890 Caiabu";4;3;1;2;2;-;7;3;1;-;1;4;28
"350900 Caieiras";121;119;149;123;130;111;138;115;105;92;86;125;1414
"350910 Caiuá";6;-;5;4;2;5;4;5;6;1;3;8;49
"350920 Cajamar";116;108;111;123;120;120;110;104;114;115;80;81;1302
"350925 Cajati";37;45;37;39;53;51;41;26;48;33;33;37;480
"350930 Cajobi";4;9;11;10;7;6;9;7;8;7;9;5;92
"350940 Cajuru";28;37;38;34;34;38;29;26;28;18;24;27;361
"350945 Campina do Monte Alegre";5;8;13;6;3;12;4;5;6;6;8;4;80
"350950 Campinas";1351;1385;1408;1386;1401;1287;1206;1221;1142;1185;1022;1165;15159
"350960 Campo Limpo Paulista";97;81;110;89;115;102;98;90;79;85;69;80;1095
"350970 Campos do Jordão";57;50;73;80;77;62;56;52;55;58;79;63;762
"350980 Campos Novos Paulista";6;3;1;4;5;8;5;5;2;2;3;9;53
"350990 Cananéia";19;16;12;18;12;18;17;18;12;14;10;4;170
"350995 Canas";5;5;10;6;1;6;3;6;14;4;7;11;78
"351000 Cândido Mota";30;24;24;25;28;26;31;24;20;22;22;27;303
"351010 Cândido Rodrigues";3;5;1;2;2;-;1;1;2;-;-;3;20
"351015 Canitar";5;2;7;6;4;6;3;9;7;9;3;3;64
"351020 Capão Bonito";52;53;55;47;59;61;51;49;59;60;49;59;654
"351030 Capela do Alto";24;22;17;21;30;18;32;23;23;25;23;23;281
"351040 Capivari";55;61;78;60;72;55;51;55;61;44;45;55;692
"351050 Caraguatatuba";158;142;161;172;149;153;138;145;130;138;116;117;1719
"351060 Carapicuíba";584;590;669;635;633;637;623;594;542;553;504;497;7061
"351070 Cardoso";16;8;16;17;11;13;13;14;8;5;6;13;140
"351080 Casa Branca";20;23;28;30;27;28;28;27;21;25;17;18;292
"351090 Cássia dos Coqueiros";2;3;2;6;3;1;2;1;1;-;3;2;26
"351100 Castilho";23;24;26;15;23;27;33;14;27;5;22;18;257
"351110 Catanduva";127;136;112;125;133;106;107;110;118;98;90;91;1353
"351120 Catiguá";10;7;9;7;8;9;9;6;8;4;9;4;90
"351130 Cedral";13;11;10;12;4;9;4;8;7;7;5;9;99
"351140 Cerqueira César";21;27;23;20;22;14;14;22;23;19;19;32;256
"351150 Cerquilho";42;47;51;52;50;43;40;42;52;37;43;46;545
"351160 Cesário Lange";17;21;25;23;22;33;20;20;15;18;23;15;252
"351170 Charqueada";23;14;17;22;15;18;16;20;14;9;11;17;196
"355720 Chavantes";12;19;18;13;17;15;14;12;7;10;10;13;160
"351190 Clementina";7;14;7;12;6;5;10;9;5;7;3;5;90
"351200 Colina";16;27;20;19;23;25;15;18;16;14;15;16;224
"351210 Colômbia";6;7;8;10;7;7;5;13;10;6;4;10;93
"351220 Conchal";30;35;31;29;31;35;41;29;27;28;37;44;397
"351230 Conchas";16;18;18;16;20;24;16;14;15;15;19;12;203
"351240 Cordeirópolis";32;24;34;29;28;26;29;28;21;20;21;25;317
"351250 Coroados";8;4;10;5;6;10;1;6;6;8;4;3;71
"351260 Coronel Macedo";6;5;4;5;5;7;3;2;1;2;7;7;54
"351270 Corumbataí";5;5;2;5;7;3;3;5;3;1;5;3;47
"351280 Cosmópolis";71;62;69;67;57;51;59;53;52;41;54;50;686
"351290 Cosmorama";6;4;7;5;7;3;9;3;2;4;8;2;60
"351300 Cotia";369;323;373;382;392;368;344;351;351;309;347;351;4260
"351310 Cravinhos";41;30;39;27;40;40;36;43;37;31;22;30;416
"351320 Cristais Paulista";12;7;12;11;8;7;11;5;7;7;10;8;105
"351330 Cruzália";-;1;6;3;3;4;2;2;-;3;-;2;26
"351340 Cruzeiro";85;77;102;95;105;88;76;62;79;55;48;74;946
"351350 Cubatão";149;145;174;171;161;134;146;142;122;108;104;125;1681
"351360 Cunha";22;25;25;14;21;17;17;16;21;19;13;17;227
"351370 Descalvado";34;26;37;30;30;28;25;36;17;16;35;19;333
"351380 Diadema";547;512;530;562;583;541;485;504;460;439;428;449;6040
"351385 Dirce Reis";1;3;1;1;1;3;4;2;1;-;-;1;18
"351390 Divinolândia";9;20;10;14;11;5;15;8;13;7;4;11;127
"351400 Dobrada";13;8;12;7;11;6;7;13;6;4;6;4;97
"351410 Dois Córregos";35;36;30;31;24;26;37;37;19;28;23;28;354
"351420 Dolcinópolis";1;3;1;2;-;3;3;1;-;1;1;-;16
"351430 Dourado";7;4;13;11;11;9;13;11;9;3;7;4;102
"351440 Dracena";55;52;42;68;38;37;48;34;36;40;27;40;517
"351450 Duartina";11;9;14;8;10;8;10;10;10;17;7;8;122
"351460 Dumont";11;11;12;11;10;7;8;6;8;4;4;11;103
"351470 Echaporã";9;8;7;8;7;7;4;7;3;13;9;6;88
"351480 Eldorado";18;13;22;27;20;16;15;16;18;19;11;18;213
"351490 Elias Fausto";19;25;27;16;18;12;13;19;10;16;14;11;200
"351492 Elisiário";5;1;5;3;2;3;5;4;1;3;5;1;38
"351495 Embaúba";1;2;1;2;-;3;2;-;-;4;2;6;23
"351500 Embu das Artes";361;355;426;384;380;378;348;325;334;328;293;328;4240
"351510 Embu-Guaçu";94;84;90;91;78;87;77;80;73;73;65;80;972
"351512 Emilianópolis";3;2;2;2;1;2;2;-;1;4;1;1;21
"351515 Engenheiro Coelho";20;32;24;31;28;23;14;20;16;9;18;19;254
"351518 Espírito Santo do Pinhal";41;42;37;35;45;33;40;38;28;31;17;35;422
"351519 Espírito Santo do Turvo";5;6;7;4;4;4;4;1;5;5;5;3;53
"355730 Estiva Gerbi";18;15;12;16;11;7;7;7;11;14;11;8;137
"351520 Estrela d'Oeste";6;6;11;2;4;9;9;8;5;5;4;10;79
"351530 Estrela do Norte";3;3;4;3;2;2;1;4;3;2;1;5;33
"351535 Euclides da Cunha Paulista";11;8;7;10;8;5;10;11;11;6;11;7;105
"351540 Fartura";22;13;24;25;15;17;15;16;13;10;11;19;200
"351560 Fernando Prestes";4;5;1;6;2;4;5;8;4;2;5;7;53
"351550 Fernandópolis";56;56;56;62;69;60;59;56;69;63;52;55;713
"351565 Fernão";-;-;1;2;3;4;5;1;1;1;2;-;20
"351570 Ferraz de Vasconcelos";282;250;300;270;266;254;241;236;240;215;200;217;2971
"351580 Flora Rica";3;2;1;2;2;2;3;1;2;-;1;1;20
"351590 Floreal";2;1;-;1;2;1;4;2;-;1;1;3;18
"351600 Flórida Paulista";10;8;10;11;9;8;12;7;8;9;6;4;102
"351610 Florínia";1;2;4;2;2;6;3;3;1;2;4;4;34
"351620 Franca";418;419;490;447;443;443;402;373;376;358;393;392;4954
"351630 Francisco Morato";251;245;280;279;254;260;222;225;242;244;205;215;2922
"351640 Franco da Rocha";216;206;204;191;198;205;169;170;193;166;161;160;2239
"351650 Gabriel Monteiro";1;2;1;2;4;4;-;6;1;5;1;1;28
"351660 Gália";6;7;2;3;5;6;5;5;7;6;4;9;65
"351670 Garça";46;40;48;47;55;36;38;37;47;42;29;44;509
"351680 Gastão Vidigal";4;2;7;3;3;7;6;2;7;2;1;5;49
"351685 Gavião Peixoto";5;7;2;6;8;5;6;2;4;5;3;2;55
"351690 General Salgado";14;9;11;9;7;10;9;13;9;8;7;7;113
"351700 Getulina";10;9;12;15;9;5;6;10;8;4;5;11;104
"351710 Glicério";3;4;5;5;2;1;3;6;1;4;2;1;37
"351720 Guaiçara";16;7;17;24;21;13;13;11;10;9;8;11;160
"351730 Guaimbê";8;8;11;7;7;3;6;4;9;7;3;7;80
"351740 Guaíra";46;32;52;41;42;32;32;38;35;25;36;30;441
"351750 Guapiaçu";24;18;28;13;25;22;23;15;22;29;14;23;256
"351760 Guapiara";26;20;19;16;15;14;18;12;14;19;21;28;222
"351770 Guará";20;11;15;26;17;20;15;16;14;10;13;11;188
"351780 Guaraçaí";11;7;3;4;13;8;8;7;5;4;9;3;82
"351790 Guaraci";9;5;6;14;8;10;3;9;8;9;7;7;95
"351800 Guarani d'Oeste";2;-;2;2;1;-;2;1;3;2;2;-;17
"351810 Guarantã";11;3;10;7;7;6;6;6;7;4;8;2;77
"351820 Guararapes";35;35;36;30;31;28;31;31;33;32;28;27;377
"351830 Guararema";40;40;30;51;31;42;41;35;30;24;23;28;415
"351840 Guaratinguetá";128;118;138;126;130;120;116;113;113;87;89;108;1386
"351850 Guareí";22;18;11;11;13;18;9;12;10;10;12;11;157
"351860 Guariba";38;41;46;54;42;43;41;47;36;34;38;38;498
"351870 Guarujá";414;387;419;391;433;421;362;343;305;308;309;352;4444
"351880 Guarulhos";1878;1785;2006;1892;2032;1776;1720;1693;1617;1547;1485;1538;20969
"351885 Guatapará";11;13;8;6;11;5;7;12;4;3;4;4;88
"351890 Guzolândia";2;10;6;7;5;4;4;10;4;8;1;1;62
"351900 Herculândia";8;9;12;8;12;7;11;2;12;8;6;8;103
"351905 Holambra";17;18;19;17;27;17;17;13;13;19;11;26;214
"351907 Hortolândia";284;288;254;290;291;266;263;234;229;220;213;233;3065
"351910 Iacanga";10;10;17;15;10;11;9;7;8;9;10;8;124
"351920 Iacri";8;6;3;4;2;6;2;1;6;5;4;2;49
"351925 Iaras";9;6;6;9;8;9;8;7;8;10;9;10;99
"351930 Ibaté";33;37;46;43;41;40;37;46;31;47;35;43;479
"351940 Ibirá";15;14;8;9;7;17;19;12;16;12;8;9;146
"351950 Ibirarema";9;5;9;5;9;5;6;7;6;4;3;4;72
"351960 Ibitinga";59;61;65;64;65;62;60;68;68;48;48;40;708
"351970 Ibiúna";86;101;100;105;121;109;72;93;104;102;78;74;1145
"351980 Icém";8;10;14;8;5;9;11;3;-;8;6;7;89
"351990 Iepê";7;10;10;11;4;10;10;11;3;2;5;10;93
"352000 Igaraçu do Tietê";24;31;28;25;25;20;22;21;16;12;27;27;278
"352010 Igarapava";20;20;37;31;20;27;28;28;27;20;20;20;298
"352020 Igaratá";14;12;14;7;10;14;14;7;10;6;5;9;122
"352030 Iguape";32;28;30;30;28;40;30;43;26;28;25;27;367
"352042 Ilha Comprida";13;12;18;15;18;12;10;9;10;9;12;13;151
"352044 Ilha Solteira";24;26;21;33;26;32;21;17;17;22;23;23;285
"352040 Ilhabela";41;46;41;36;48;39;51;30;33;41;36;46;488
"352050 Indaiatuba";268;255;304;282;267;273;273;234;254;211;199;248;3068
"352060 Indiana";4;9;6;3;5;1;10;2;3;2;5;-;50
"352070 Indiaporã";1;2;4;1;2;3;2;3;3;2;5;5;33
"352080 Inúbia Paulista";1;2;2;6;3;4;4;4;5;4;2;-;37
"352090 Ipaussu";13;11;17;20;22;13;10;12;11;14;11;15;169
"352100 Iperó";25;36;30;35;24;23;32;24;26;26;26;26;333
"352110 Ipeúna";6;7;4;6;14;7;8;8;7;10;6;4;87
"352115 Ipiguá";11;9;4;5;6;4;6;3;3;3;10;4;68
"352120 Iporanga";3;5;5;7;8;3;8;2;7;-;4;5;57
"352130 Ipuã";14;17;11;7;14;26;12;11;11;12;17;13;165
"352140 Iracemápolis";30;22;26;26;29;24;19;20;18;19;16;23;272
"352150 Irapuã";5;10;11;13;6;8;5;5;7;6;2;4;82
"352160 Irapuru";4;6;6;5;7;1;1;7;6;1;6;8;58
"352170 Itaberá";23;19;16;19;24;19;17;14;22;15;12;12;212
"352180 Itaí";36;22;17;27;27;17;32;33;25;19;17;24;296
"352190 Itajobi";19;11;15;9;13;16;12;17;11;18;10;11;162
"352200 Itaju";1;3;6;3;6;3;3;4;2;3;2;5;41
"352210 Itanhaém";105;125;130;114;132;139;112;108;94;98;85;96;1338
"352215 Itaóca";4;4;3;5;4;4;5;4;4;2;1;2;42
"352220 Itapecerica da Serra";212;237;266;238;248;216;205;222;237;201;199;199;2680
"352230 Itapetininga";196;182;196;196;182;183;155;167;155;163;143;158;2076
"352240 Itapeva";137;128;120;147;135;116;113;109;96;118;112;105;1436
"352250 Itapevi";386;318;378;404;402;330;314;322;309;302;277;345;4087
"352260 Itapira";72;72;81;69;77;75;55;63;56;61;54;68;803
"352265 Itapirapuã Paulista";5;8;2;3;7;4;5;3;3;7;5;6;58
"352270 Itápolis";31;28;57;43;39;26;36;49;43;37;31;28;448
"352280 Itaporanga";18;17;20;22;25;11;12;21;16;15;13;11;201
"352290 Itapuí";21;20;18;15;17;10;22;9;11;13;22;8;186
"352300 Itapura";4;3;3;6;7;6;4;3;1;9;5;9;60
"352310 Itaquaquecetuba";548;545;614;566;534;511;507;470;484;437;419;465;6100
"352320 Itararé";60;68;56;46;45;62;54;50;56;49;46;55;647
"352330 Itariri";13;20;17;17;13;17;20;17;14;11;12;14;185
"352340 Itatiba";111;128;129;111;141;143;106;95;92;99;108;92;1355
"352350 Itatinga";24;20;29;18;19;19;27;28;26;25;23;26;284
"352360 Itirapina";14;11;10;18;19;8;12;8;16;11;13;13;153
"352370 Itirapuã";9;6;7;6;3;9;5;5;7;3;4;7;71
"352380 Itobi";9;6;7;10;6;6;7;9;5;4;3;12;84
"352390 Itu";218;195;199;213;224;215;196;181;167;174;152;156;2290
"352400 Itupeva";80;77;95;85;80;88;80;60;65;58;63;60;891
"352410 Ituverava";24;30;43;29;49;36;32;36;35;34;38;32;418
"352420 Jaborandi";8;10;10;6;5;7;5;7;3;1;6;3;71
"352430 Jaboticabal";66;69;91;77;76;57;68;54;61;50;44;55;768
"352440 Jacareí";263;291;283;270;288;260;266;260;261;209;224;237;3112
"352450 Jaci";8;14;11;7;10;5;4;7;5;3;4;9;87
"352460 Jacupiranga";23;22;32;30;24;23;21;20;20;23;16;13;267
"352470 Jaguariúna";71;83;75;67;77;59;69;49;66;38;65;51;770
"352480 Jales";44;55;58;50;57;47;38;34;47;31;39;40;540
"352490 Jambeiro";6;10;7;5;7;4;5;5;2;6;10;5;72
"352500 Jandira";167;176;148;140;170;167;160;129;148;127;117;124;1773
"352510 Jardinópolis";52;58;51;42;45;45;61;50;43;40;35;40;562
"352520 Jarinu";33;28;33;32;25;40;38;31;31;34;33;30;388
"352530 Jaú";139;148;152;149;146;141;143;127;125;145;130;131;1676
"352540 Jeriquara";7;5;3;1;6;3;6;3;4;2;8;-;48
"352550 Joanópolis";15;8;12;12;6;13;13;9;13;18;7;9;135
"352560 João Ramalho";5;7;10;10;8;2;3;3;10;10;8;6;82
"352570 José Bonifácio";28;46;50;45;46;31;34;26;27;33;40;41;447
"352580 Júlio Mesquita";11;5;6;3;7;3;7;7;5;4;2;6;66
"352585 Jumirim";8;4;6;5;5;4;3;6;2;2;2;5;52
"352590 Jundiaí";480;488;564;498;556;517;476;440;466;472;398;475;5830
"352600 Junqueirópolis";26;17;30;22;18;14;17;15;24;16;13;22;234
"352610 Juquiá";23;23;26;21;19;20;17;24;23;22;23;24;265
"352620 Juquitiba";35;39;40;35;40;44;39;42;43;35;37;30;459
"352630 Lagoinha";1;3;4;5;5;2;2;4;2;-;1;9;38
"352640 Laranjal Paulista";37;34;43;35;43;34;32;37;26;30;23;22;396
"352650 Lavínia";5;6;4;2;5;2;6;3;4;3;2;5;47
"352660 Lavrinhas";12;12;6;4;3;9;8;11;10;10;6;6;97
"352670 Leme";111;100;126;106;110;86;84;103;100;88;88;90;1192
"352680 Lençóis Paulista";79;74;71;77;60;87;62;57;51;50;54;53;775
"352690 Limeira";321;322;380;347;351;308;296;260;268;258;231;249;3591
"352700 Lindóia";3;5;8;1;5;7;8;6;4;6;6;5;64
"352710 Lins";91;92;96;72;69;89;62;76;66;50;70;71;904
"352720 Lorena";109;92;112;107;116;117;93;81;119;88;89;100;1223
"352725 Lourdes";1;2;4;3;-;3;1;1;2;-;3;2;22
"352730 Louveira";55;55;81;59;58;74;69;53;53;61;61;76;755
"352740 Lucélia";20;20;17;24;22;14;9;14;16;16;9;12;193
"352750 Lucianópolis";4;3;2;1;2;1;2;-;4;-;3;5;27
"352760 Luís Antônio";7;10;15;8;13;9;13;14;8;7;10;15;129
"352770 Luiziânia";8;4;7;2;4;2;6;6;4;4;2;8;57
"352780 Lupércio";9;9;5;8;6;3;3;2;4;4;1;5;59
"352790 Lutécia";3;3;4;5;5;3;1;1;1;-;2;1;29
"352800 Macatuba";18;18;27;15;16;17;18;13;12;9;14;23;200
"352810 Macaubal";8;6;5;4;8;9;5;11;7;6;6;3;78
"352820 Macedônia";1;3;2;3;2;6;1;2;4;4;4;5;37
"352830 Magda";1;4;4;3;4;1;4;3;1;3;3;1;32
"352840 Mairinque";54;46;65;45;49;53;58;61;47;44;38;65;625
"352850 Mairiporã";100;85;96;87;107;93;91;92;79;80;66;90;1066
"352860 Manduri";12;10;7;7;7;9;9;7;4;9;8;5;94
"352870 Marabá Paulista";2;2;6;3;3;3;3;1;2;3;3;4;35
"352880 Maracaí";12;11;20;14;11;11;5;13;12;12;8;14;143
"352885 Marapoama";2;3;4;3;2;1;5;2;1;4;2;4;33
"352890 Mariápolis";4;5;4;4;3;-;8;1;1;3;1;4;38
"352900 Marília";278;261;329;295;295;264;209;208;221;208;202;210;2980
"352910 Marinópolis";3;1;-;1;-;-;2;3;2;3;-;-;15
"352920 Martinópolis";21;32;28;22;28;29;24;20;17;9;22;18;270
"352930 Matão";66;89;88;94;83;82;67;59;77;63;51;67;886
"352940 Mauá";551;519;559;570;496;476;474;421;511;438;421;472;5908
"352950 Mendonça";4;3;9;1;10;5;9;4;3;4;8;6;66
"352960 Meridiano";3;2;1;5;4;3;-;3;1;2;3;6;33
"352965 Mesópolis";1;2;3;1;3;4;3;3;3;1;3;2;29
"352970 Miguelópolis";19;24;20;28;21;24;14;11;17;13;13;18;222
"352980 Mineiros do Tietê";13;11;10;9;17;12;12;3;8;6;9;9;119
"353000 Mira Estrela";5;1;3;2;3;4;2;3;1;1;2;3;30
"352990 Miracatu";26;32;33;28;23;29;21;32;23;21;18;33;319
"353010 Mirandópolis";27;24;18;33;20;34;20;22;25;14;33;13;283
"353020 Mirante do Paranapanema";12;20;21;12;14;19;17;22;11;11;9;12;180
"353030 Mirassol";85;43;82;70;68;60;56;51;52;54;44;45;710
"353040 Mirassolândia";2;4;11;4;3;3;2;4;4;5;2;6;50
"353050 Mococa";81;66;77;83;80;65;66;44;65;47;58;61;793
"353060 Mogi das Cruzes";597;529;565;555;613;514;500;515;511;448;411;489;6247
"353070 Mogi Guaçu";172;174;180;182;175;160;177;144;148;117;141;139;1909
"353080 Mogi Mirim";95;94;130;101;88;94;87;98;71;71;79;93;1101
"353090 Mombuca";1;4;7;3;6;6;2;2;4;4;3;7;49
"353100 Monções";-;2;3;2;2;6;1;-;3;4;1;-;24
"353110 Mongaguá";73;48;62;66;62;70;65;62;43;58;46;59;714
"353120 Monte Alegre do Sul";4;8;5;5;2;3;6;5;1;4;4;7;54
"353130 Monte Alto";52;32;45;59;50;47;49;39;34;33;37;43;520
"353140 Monte Aprazível";24;19;30;20;21;22;22;15;11;19;18;18;239
"353150 Monte Azul Paulista";13;23;20;13;26;11;14;20;16;28;9;15;208
"353160 Monte Castelo";6;6;3;6;2;7;2;-;2;2;-;3;39
"353180 Monte Mor";98;94;73;84;78;93;63;60;67;69;59;77;915
"353170 Monteiro Lobato";1;1;2;3;2;4;3;1;1;1;2;2;23
"353190 Morro Agudo";34;35;43;36;41;32;25;34;22;32;25;34;393
"353200 Morungaba";17;16;16;17;13;14;11;9;12;8;13;10;156
"353205 Motuca";7;5;9;5;5;4;4;3;7;12;3;4;68
"353210 Murutinga do Sul";4;2;1;1;2;2;1;3;4;1;1;3;25
"353215 Nantes";3;2;4;2;4;4;2;6;6;1;2;4;40
"353220 Narandiba";7;6;5;12;7;10;8;5;6;3;4;7;80
"353230 Natividade da Serra";4;1;3;3;7;10;5;6;7;4;3;5;58
"353240 Nazaré Paulista";22;17;18;20;21;19;18;16;14;18;8;16;207
"353250 Neves Paulista";8;9;9;7;6;13;8;1;13;3;8;7;92
"353260 Nhandeara";12;8;13;6;7;6;10;3;7;8;7;6;93
"353270 Nipoã";4;5;14;10;4;5;5;10;7;4;3;3;74
